CodigoParlamentar;CodigoPublicoNaLegAtual;NomeParlamentar;NomeCompletoParlamentar;SexoParlamentar;FormaTratamento;UrlFotoParlamentar;UrlPaginaParlamentar;EmailParlamentar;SiglaPartidoParlamentar;UfParlamentar;MembroMesa;MembroLideranca;NumeroTelefone;OrdemPublicacao;IndicadorFax;CodigoBloco;NomeBloco;NomeApelido;DataCriacao;CodigoMandato;UfParlamentar;DescricaoParticipacao;NumeroLegislatura;DataInicio;DataFim;NumeroLegislatura;DataInicio;DataFim;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;CodigoExercicio;DataInicio;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;DataFim;SiglaCausaAfastamento;DescricaoCausaAfastamento;UrlPaginaParticular;DataLeitura
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";;;;;"33036446";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";;;;;"33036447";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";;;;;"33036454";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"196";"Geraldo Althoff";;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6012";"Denise dos Santos";;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";"sen.esperidiaoamin@senado.leg.br";"PP";"SC";"Não";"Não";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"572";"SC";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2901";"2019-02-01";;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";"sen.fabianocontarato@senado.leg.br";;;;;"33039054";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";"sen.fabianocontarato@senado.leg.br";;;;;"33036743";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5950";"Ana Paula Tongo";;;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5952";"Bento";;;;;;;;;;
"5953";"835";"Fabiano Contarato";"Fabiano Contarato";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5953.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5953";"sen.fabianocontarato@senado.leg.br";"PT";"ES";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"548";"ES";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2902";"2019-02-01";;;;;;;;
"5917";"923";"Fernando Dueire";"Fernando Antonio Caminha Dueire";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917";"sen.fernandodueire@senado.leg.br";"MDB";"PE";"Não";"Não";"33033522";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"526";"PE";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5918";"Adilson Gomes";"3058";"2023-09-04";"Titular";"4545";"Jarbas Vasconcelos";;;;;
"5917";"923";"Fernando Dueire";"Fernando Antonio Caminha Dueire";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917";"sen.fernandodueire@senado.leg.br";"MDB";"PE";"Não";"Não";"33033522";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"526";"PE";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5918";"Adilson Gomes";"3000";"2022-12-07";"Titular";"4545";"Jarbas Vasconcelos";"2023-09-04";"RET";"Retorno do titular";;
"5917";"923";"Fernando Dueire";"Fernando Antonio Caminha Dueire";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5917.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5917";"sen.fernandodueire@senado.leg.br";"MDB";"PE";"Não";"Não";"33033522";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"526";"PE";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5918";"Adilson Gomes";;;"Titular";"4545";"Jarbas Vasconcelos";;;;;
"6345";"929";"Fernando Farias";"Fernando Lopes de Farias";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345";"sen.fernandofarias@senado.leg.br";;;;;"33036266";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6345";"929";"Fernando Farias";"Fernando Lopes de Farias";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345";"sen.fernandofarias@senado.leg.br";;;;;"33036273";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6345";"929";"Fernando Farias";"Fernando Lopes de Farias";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345";"sen.fernandofarias@senado.leg.br";"MDB";"AL";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"597";"AL";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6346";"Adélia Maria";"3054";"2023-12-21";"Titular";"5207";"Renan Filho";;;;;
"6345";"929";"Fernando Farias";"Fernando Lopes de Farias";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345";"sen.fernandofarias@senado.leg.br";"MDB";"AL";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"597";"AL";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6346";"Adélia Maria";"3040";"2023-02-02";"Titular";"5207";"Renan Filho";"2023-12-12";"RET";"Retorno do titular";;
"6345";"929";"Fernando Farias";"Fernando Lopes de Farias";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6345";"sen.fernandofarias@senado.leg.br";"MDB";"AL";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"597";"AL";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6346";"Adélia Maria";;;"Titular";"5207";"Renan Filho";;;;;
"6374";"938";"Flavio Azevedo";"Flávio José Cavalcanti de Azevedo";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6374.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6374";"sen.flavioazevedo@senado.leg.br";"PL";"RN";"Não";"Não";"33031826";"2";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"616";"RN";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6375";"Igor Targino";"3062";"2024-06-19";"Titular";"4694";"Rogerio Marinho";;;;;
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"sen.flavioarns@senado.leg.br";"PSB";"PR";"Não";"Não";"33036301";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5919";"Vilson Basso";;;;;;;;;"http://www.flavioarns.com.br";
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"sen.flavioarns@senado.leg.br";"PSB";"PR";"Não";"Não";"33036301";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5920";"Flavio Vicente";;;;;;;;;"http://www.flavioarns.com.br";
"345";"856";"Flávio Arns";"Flávio José Arns";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador345.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/345";"sen.flavioarns@senado.leg.br";"PSB";"PR";"Não";"Não";"33036301";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"540";"PR";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2903";"2019-02-01";;;;;;;"http://www.flavioarns.com.br";
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";"sen.flaviobolsonaro@senado.leg.br";;;;;"33031717";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";"sen.flaviobolsonaro@senado.leg.br";;;;;"33031718";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Não";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5901";"Paulo Marinho";;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Não";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5903";"Leonardo Rodrigues";;;;;;;;;;
"5894";"841";"Flávio Bolsonaro";"Flávio Nantes Bolsonaro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5894.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5894";"sen.flaviobolsonaro@senado.leg.br";"PL";"RJ";"Não";"Não";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"532";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2904";"2019-02-01";;;;;;;;
"6008";"935";"Giordano";"Alexandre Luiz Giordano";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6008";"sen.giordano@senado.leg.br";"MDB";"SP";"Não";"Sim";"33034177";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"570";"SP";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2966";"2021-03-31";"Titular";"5666";"Major Olimpio";;;;;
"6341";"894";"Hamilton Mourão";"Antonio Hamilton Martins Mourão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6341.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6341";"sen.hamiltonmourao@senado.leg.br";"REPUBLICANOS";"RS";"Não";"Sim";"33031837";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"612";"RS";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6112";"Liziane Bayer";;;;;;;;;;
"6341";"894";"Hamilton Mourão";"Antonio Hamilton Martins Mourão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6341.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6341";"sen.hamiltonmourao@senado.leg.br";"REPUBLICANOS";"RS";"Não";"Sim";"33031837";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"612";"RS";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6380";"Coronel Andreuzza";;;;;;;;;;
"6341";"894";"Hamilton Mourão";"Antonio Hamilton Martins Mourão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6341.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6341";"sen.hamiltonmourao@senado.leg.br";"REPUBLICANOS";"RS";"Não";"Sim";"33031837";"1";"Não";"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"612";"RS";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3033";"2023-02-01";;;;;;;;
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"sen.humbertocosta@senado.leg.br";;;;;"33036285";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"http://www.senadorhumberto.com.br/";
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"sen.humbertocosta@senado.leg.br";;;;;"33036286";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"http://www.senadorhumberto.com.br/";
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5914";"Waldemar Oliveira";;;;;;;;;"http://www.senadorhumberto.com.br/";
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5915";"Marcia do Angico";;;;;;;;;"http://www.senadorhumberto.com.br/";
"5008";"824";"Humberto Costa";"Humberto Sérgio Costa Lima";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5008";"sen.humbertocosta@senado.leg.br";"PT";"PE";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"525";"PE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2907";"2019-02-01";;;;;;;"http://www.senadorhumberto.com.br/";
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";"sen.iraja@senado.leg.br";;;;;"33036469";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";"sen.iraja@senado.leg.br";;;;;"33036474";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";"sen.iraja@senado.leg.br";"PSD";"TO";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6287";"Marcos de Souza Costa";;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";"sen.iraja@senado.leg.br";"PSD";"TO";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6004";"Terciliano Gomes";;;;;;;;;;
"5385";"883";"Irajá";"Irajá Silvestre Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385";"sen.iraja@senado.leg.br";"PSD";"TO";"Não";"Não";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"567";"TO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2908";"2019-02-01";;;;;;;;
"6015";"950";"Ireneu Orth";"Ireneu Orth";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6015.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6015";"sen.ireneuorth@senado.leg.br";;;;;"33034124";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6015";"950";"Ireneu Orth";"Ireneu Orth";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6015.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6015";"sen.ireneuorth@senado.leg.br";;;;;"33034127";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6015";"950";"Ireneu Orth";"Ireneu Orth";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6015.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6015";"sen.ireneuorth@senado.leg.br";;;;;"33034129";"4";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6015";"950";"Ireneu Orth";"Ireneu Orth";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6015.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6015";"sen.ireneuorth@senado.leg.br";;;;;"33034132";"6";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6015";"950";"Ireneu Orth";"Ireneu Orth";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6015.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6015";"sen.ireneuorth@senado.leg.br";"PP";"RS";"Não";"Não";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"574";"RS";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6016";"Drica de Lucena";"3060";"2024-04-10";"Titular";"1186";"Luis Carlos Heinze";;;;;
"6010";"914";"Ivete da Silveira";"Ivete Marli Appel da Silveira";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010";"sen.ivetedasilveira@senado.leg.br";"MDB";"SC";"Sim";"Não";"33032200";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"571";"SC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6011";"Beto Martins";"3003";"2022-12-30";"Titular";"5350";"Jorginho Mello";;;;;
"6010";"914";"Ivete da Silveira";"Ivete Marli Appel da Silveira";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010";"sen.ivetedasilveira@senado.leg.br";"MDB";"SC";"Sim";"Não";"33032200";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"571";"SC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6011";"Beto Martins";"2989";"2022-08-24";"Titular";"5350";"Jorginho Mello";"2022-12-20";"RET";"Retorno do titular";;
"6010";"914";"Ivete da Silveira";"Ivete Marli Appel da Silveira";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6010.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6010";"sen.ivetedasilveira@senado.leg.br";"MDB";"SC";"Sim";"Não";"33032200";"1";"Não";"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"571";"SC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6011";"Beto Martins";;;"Titular";"5350";"Jorginho Mello";;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";"sen.izalcilucas@senado.leg.br";;;;;"33036049";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";"sen.izalcilucas@senado.leg.br";;;;;"33036050";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";"sen.izalcilucas@senado.leg.br";"PL";"DF";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"552";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5968";"Luis Felipe Belmonte";;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";"sen.izalcilucas@senado.leg.br";"PL";"DF";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"552";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5969";"Andre Filipe";;;;;;;;;;
"4770";"851";"Izalci Lucas";"Izalci Lucas Ferreira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770";"sen.izalcilucas@senado.leg.br";"PL";"DF";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"552";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2909";"2019-02-01";;;;;;;;
